Date,Adj Close,Close,High,Low,Open,Volume
2013-03-05,525.1099853515625,525.1099853515625,525.3499755859375,518.739990234375,519.2000122070312,134400000
2013-03-06,523.22998046875,523.22998046875,526.1599731445312,523.22998046875,525.1099853515625,202000000
2013-03-07,521.760009765625,521.760009765625,525.719970703125,521.739990234375,523.22998046875,203500000
2013-03-08,525.0999755859375,525.0999755859375,527.0,521.72998046875,521.72998046875,161900000
2013-03-11,525.6500244140625,525.6500244140625,525.6500244140625,523.1900024414062,525.1099853515625,109300000
2013-03-12,527.4199829101562,527.4199829101562,528.6900024414062,523.739990234375,525.3499755859375,177200000
2013-03-13,524.3800048828125,524.3800048828125,528.0700073242188,524.27001953125,527.4199829101562,165300000
2013-03-14,527.8699951171875,527.8699951171875,527.8699951171875,524.1500244140625,524.3800048828125,161600000
2013-03-15,526.3900146484375,526.3900146484375,529.6799926757812,524.75,527.8699951171875,226000000
2013-03-18,524.6199951171875,524.6199951171875,526.3800048828125,519.8400268554688,526.3800048828125,130700000
2013-03-19,523.260009765625,523.260009765625,526.5,523.1799926757812,524.6500244140625,190600000
2013-03-20,522.0900268554688,522.0900268554688,526.1099853515625,521.1500244140625,523.260009765625,412000000
2013-03-21,520.8400268554688,520.8400268554688,524.5599975585938,518.9400024414062,522.0900268554688,158700000
2013-03-22,521.8499755859375,521.8499755859375,523.1199951171875,519.72998046875,520.8400268554688,197100000
2013-03-25,518.6199951171875,518.6199951171875,525.27001953125,518.5999755859375,521.8499755859375,131800000
2013-03-26,519.5700073242188,519.5700073242188,521.2999877929688,517.5499877929688,518.6400146484375,100800000
2013-03-27,518.7000122070312,518.7000122070312,521.6300048828125,517.6400146484375,519.5900268554688,67700000
2013-04-02,521.6799926757812,521.6799926757812,522.8599853515625,517.8499755859375,518.6799926757812,184000000
2013-04-03,522.9500122070312,522.9500122070312,524.7999877929688,520.2899780273438,521.6900024414062,153400000
2013-04-04,517.3400268554688,517.3400268554688,522.9600219726562,516.8599853515625,522.9400024414062,134300000
2013-04-05,509.17999267578125,509.17999267578125,518.7000122070312,507.6700134277344,517.3499755859375,155700000
2013-04-08,512.5900268554688,512.5900268554688,513.6300048828125,509.17999267578125,509.17999267578125,92700000
2013-04-09,513.7899780273438,513.7899780273438,516.4400024414062,512.510009765625,512.780029296875,171900000
2013-04-10,518.3599853515625,518.3599853515625,518.3599853515625,513.7899780273438,513.7899780273438,172600000
2013-04-11,518.4199829101562,518.4199829101562,521.0700073242188,517.9600219726562,518.3699951171875,177300000
2013-04-12,514.719970703125,514.719970703125,518.4400024414062,514.22998046875,518.4400024414062,147000000
2013-04-15,507.55999755859375,507.55999755859375,515.3499755859375,507.0400085449219,514.7000122070312,123600000
2013-04-16,507.1700134277344,507.1700134277344,507.6199951171875,502.7300109863281,507.5400085449219,149600000
2013-04-17,501.32000732421875,501.32000732421875,509.9100036621094,501.32000732421875,507.17999267578125,139000000
2013-04-18,504.4599914550781,504.4599914550781,506.55999755859375,501.0899963378906,501.32000732421875,123400000
2013-04-19,510.1300048828125,510.1300048828125,510.9800109863281,504.5,504.5,133200000
2013-04-22,509.2200012207031,509.2200012207031,512.25,509.1400146484375,510.1199951171875,105200000
2013-04-23,515.2000122070312,515.2000122070312,515.2000122070312,509.05999755859375,509.2300109863281,126600000
2013-04-24,518.22998046875,518.22998046875,518.760009765625,515.0499877929688,515.0999755859375,180100000
2013-04-25,523.8699951171875,523.8699951171875,523.8900146484375,517.5900268554688,518.22998046875,216600000
2013-04-26,524.5,524.5,524.5800170898438,520.9400024414062,523.8800048828125,192500000
2013-04-29,521.510009765625,521.510009765625,524.8699951171875,520.3800048828125,524.5,190700000
2013-04-30,524.8099975585938,524.8099975585938,524.8900146484375,521.52001953125,521.52001953125,156400000
